file_extension,size_before_kb,size_after_kb,time_gap_seconds,files_modified_in_window,filename_entropy,process_type,label,size_change_ratio,is_executable,high_entropy_flag,mass_change_flag
.docx,1793,2557,2929,16,6.04,user_edit,benign,1.4261015050607353,0,1,1
.docx,1760,3726,1830,83,5.48,backup,benign,2.1170454533425875,0,1,1
.docx,3213,4577,576,179,5.21,system_update,benign,1.4245253652584733,0,1,1
.log,990,1602,2373,72,4.15,backup,benign,1.6181818165472912,0,1,1
.jpg,2263,2409,1416,124,3.95,unknown_process,benign,1.0645161285618576,0,0,1
.txt,2483,341,930,113,2.25,backup,benign,0.13733387026285387,0,0,1
.log,952,2818,1464,12,3.2,system_update,benign,2.9600840305041136,0,0,1
.docx,723,2497,3276,126,2.08,backup,benign,3.4536652787639484,0,0,1
.txt,3390,4931,3558,53,5.2,system_update,benign,1.4545722709573534,0,1,1
.log,2080,1726,833,75,2.58,unknown_process,benign,0.8298076919087464,0,0,1
.jpg,2718,1690,1055,133,6.8,unknown_process,malicious,0.6217807208897054,0,1,1
.log,2333,3268,3460,27,4.88,unknown_process,benign,1.4007715381908394,0,1,1
.jpg,3377,4407,1649,140,5.85,user_edit,benign,1.3050044414258204,0,1,1
.docx,4525,262,1901,145,4.26,unknown_process,benign,0.05790055247339214,0,1,1
.jpg,1501,1443,1458,134,5.08,backup,benign,0.961359093296896,0,1,1
.txt,286,406,2885,97,7.18,user_edit,benign,1.4195804146168518,0,1,1
.docx,3496,2191,2974,5,2.46,unknown_process,benign,0.6267162469603215,0,0,0
.txt,2066,4438,1400,57,3.4,backup,benign,2.1481122932487358,0,0,1
.exe,769,244,3416,156,6.29,backup,benign,0.31729518814395946,1,1,1
.pdf,3058,4586,443,78,2.54,backup,benign,1.4996729883912123,0,0,1
.jpg,4290,4108,2123,69,2.42,system_update,benign,0.9575757573525464,0,0,1
.pdf,2162,561,557,118,3.99,user_edit,benign,0.2594819610270666,0,0,1
.pdf,3294,4138,1179,120,2.51,backup,benign,1.2562234361699383,0,0,1
.jpg,947,2726,3502,59,5.22,system_update,benign,2.878563882915983,0,1,1
.docx,4927,594,2038,33,3.24,unknown_process,benign,0.12056017858320271,0,0,1
.exe,3336,1827,363,62,6.93,backup,benign,0.5476618703394299,1,1,1
.txt,4151,3230,2496,50,6.31,system_update,benign,0.7781257526431882,0,1,1
.log,4896,3288,1258,112,5.85,backup,benign,0.6715686273138135,0,1,1
.txt,4874,4074,1842,19,5.39,user_edit,benign,0.8358637667550546,0,1,1
.log,1482,134,2310,197,6.75,user_edit,benign,0.09041835351523728,0,1,1
.txt,1902,3139,1851,123,3.23,unknown_process,benign,1.6503680327810892,0,0,1
.jpg,3452,3920,2173,194,6.8,backup,benign,1.1355735802040634,0,1,1
.exe,4065,73,911,47,6.34,system_update,benign,0.017958179577378063,1,1,1
.log,55,4495,245,167,6.11,unknown_process,malicious,81.72727124132234,0,1,1
.zip,1824,4226,542,196,5.09,backup,benign,2.316885963642058,0,1,1
.docx,3463,2979,2533,33,3.35,unknown_process,benign,0.8602367886629406,0,0,1
.txt,3080,4362,2170,141,4.33,system_update,benign,1.41623376577395,0,1,1
.txt,833,1986,2173,84,6.36,unknown_process,malicious,2.3841536586024565,0,1,1
.log,4409,793,1573,182,2.17,unknown_process,benign,0.1798593785030938,0,0,1
.docx,2807,4260,2218,135,6.3,unknown_process,malicious,1.517634484674872,0,1,1
.docx,2491,95,124,79,3.32,backup,benign,0.03813729424402357,0,0,1
.jpg,328,1134,3107,14,2.79,system_update,benign,3.457317062630131,0,0,1
.zip,3311,4918,3159,147,2.64,user_edit,benign,1.4853518569962696,0,0,1
.jpg,3301,238,2694,128,2.15,backup,benign,0.07209936380730102,0,0,1
.jpg,3676,2947,1732,54,4.88,user_edit,benign,0.8016866156687469,0,1,1
.jpg,3055,2531,786,148,3.2,user_edit,benign,0.8284779048024623,0,0,1
.jpg,2144,1961,2044,29,7.44,backup,benign,0.9146455219614527,0,1,1
.jpg,1312,1049,2249,24,5.16,backup,benign,0.7995426823174216,0,1,1
.exe,3192,2530,2417,82,2.76,system_update,benign,0.7926065160424165,1,0,1
.docx,2539,2965,797,63,5.79,system_update,benign,1.167782591111547,0,1,1
.jpg,3984,964,77,105,6.94,unknown_process,malicious,0.24196787142520887,0,1,1
.docx,4548,537,59,57,6.1,user_edit,benign,0.11807387860200662,0,1,1
.docx,165,4224,2479,136,2.42,system_update,benign,25.599999844848487,0,0,1
.pdf,4278,3680,2686,62,6.93,unknown_process,malicious,0.860215053562362,0,1,1
.exe,823,4188,1524,157,6.37,system_update,benign,5.088699872310206,1,1,1
.jpg,944,3725,1937,17,2.87,backup,benign,3.945974572091129,0,0,1
.txt,4426,543,2157,66,2.28,system_update,benign,0.12268413914986802,0,0,1
.log,775,846,3056,6,5.07,user_edit,benign,1.0916129018172738,0,1,0
.zip,2199,3604,1302,58,2.86,system_update,benign,1.6389267841569228,0,0,1
.txt,3157,3037,68,69,6.59,user_edit,benign,0.9619892299771969,0,1,1
.exe,4243,2495,3141,156,3.97,backup,benign,0.5880273390082424,1,0,1
.log,3696,4486,3237,62,7.02,user_edit,benign,1.2137445884161946,0,1,1
.exe,3453,2720,3561,169,5.11,system_update,benign,0.7877208222450852,1,1,1
.docx,915,1885,2353,197,3.0,unknown_process,benign,2.060109287366001,0,0,1
.log,1309,4139,1933,82,2.77,backup,benign,3.161955688951905,0,0,1
.docx,4178,4350,2722,169,5.17,system_update,benign,1.0411680227282987,0,1,1
.txt,514,3202,365,177,6.19,backup,benign,6.229571972316008,0,1,1
.txt,1921,2711,821,177,6.3,backup,benign,1.4112441429405287,0,1,1
.log,3595,1954,1403,71,3.52,system_update,benign,0.5435326841325361,0,0,1
.log,4842,4738,2391,131,3.12,system_update,benign,0.9785212719994792,0,0,1
.jpg,1410,3851,947,10,2.09,unknown_process,benign,2.7312056718218396,0,0,0
.exe,4803,690,2947,98,5.74,backup,benign,0.14366021233735993,1,1,1
.jpg,4567,1951,1578,89,2.42,backup,benign,0.42719509515498244,0,0,1
.exe,3191,457,1378,35,4.31,system_update,benign,0.14321529296671412,1,1,1
.jpg,4492,2131,1440,2,5.31,user_edit,benign,0.47439893132805006,0,1,0
.docx,1556,3977,3181,124,7.15,system_update,benign,2.5559125947584107,0,1,1
.log,805,4245,762,24,3.71,backup,benign,5.273291918915166,0,0,1
.txt,1280,1180,3569,74,3.37,system_update,benign,0.9218749992797851,0,0,1
.exe,3578,4286,341,166,5.6,unknown_process,malicious,1.197875907993886,1,1,1
.exe,2902,3566,2990,22,5.41,user_edit,benign,1.2288077183911759,1,1,1
.txt,1388,883,383,154,3.83,system_update,benign,0.6361671465157297,0,0,1
.jpg,4689,400,1004,171,7.1,unknown_process,malicious,0.08530603538381189,0,1,1
.exe,2762,609,1557,183,6.65,backup,benign,0.22049239673407228,1,1,1
.zip,2680,1639,300,39,3.23,system_update,benign,0.6115671639509078,0,0,1
.docx,2107,2149,139,157,3.32,backup,benign,1.0199335543332066,0,0,1
.log,4224,1383,359,20,4.82,unknown_process,benign,0.3274147726497597,0,1,1
.txt,4832,1404,836,41,6.25,backup,benign,0.2905629138471517,0,1,1
.log,2769,820,1523,182,2.24,unknown_process,benign,0.29613578898658877,0,0,1
.zip,3954,3293,3457,148,5.81,unknown_process,malicious,0.83282751622842,0,1,1
.exe,3187,820,1628,108,5.57,unknown_process,malicious,0.25729526192114993,1,1,1
.exe,3281,420,1983,147,3.27,system_update,benign,0.12800975308503207,1,0,1
.zip,2574,4220,1304,84,5.75,backup,benign,1.6394716388347041,0,1,1
.txt,4617,4518,2531,111,7.17,backup,benign,0.9785575046613476,0,1,1
.docx,2600,3303,909,66,2.26,user_edit,benign,1.270384614896006,0,0,1
.pdf,4034,1509,1135,158,3.76,user_edit,benign,0.37407040149378523,0,0,1
.txt,237,768,2914,53,4.41,user_edit,benign,3.2405063154409017,0,1,1
.pdf,1305,2045,2187,34,6.95,user_edit,benign,1.567049807228314,0,1,1
.zip,3431,2140,996,150,7.29,backup,benign,0.6237248613746066,0,1,1
.jpg,1302,3030,2483,67,4.44,unknown_process,benign,2.3271889383047704,0,1,1
.pdf,2542,1550,2557,134,6.13,unknown_process,malicious,0.609756097321103,0,1,1
.docx,2052,1765,2321,27,4.92,system_update,benign,0.8601364518225456,0,1,1
.jpg,442,2646,3171,10,4.96,unknown_process,benign,5.986425325822567,0,1,0
.pdf,2077,3717,2152,73,3.53,backup,benign,1.7896003843092922,0,0,1
.zip,3181,4606,1238,96,3.19,backup,benign,1.447972335288283,0,0,1
.jpg,2658,4482,1785,48,3.58,backup,benign,1.6862302476725997,0,0,1
.zip,3799,2294,2810,70,5.06,system_update,benign,0.6038431164506862,0,1,1
.pdf,805,4838,2835,187,2.16,user_edit,benign,6.009937880732997,0,0,1
.zip,75,2709,165,100,6.99,unknown_process,malicious,36.11999951840001,0,1,1
.docx,2176,901,999,59,2.86,backup,benign,0.41406249980971394,0,0,1
.pdf,3925,3085,2568,2,3.21,backup,benign,0.7859872609462453,0,0,0
.pdf,2090,2010,1308,157,4.85,user_edit,benign,0.9617224875781233,0,1,1
.pdf,41,242,2565,196,5.91,backup,benign,5.9024388804283205,0,1,1
.txt,2082,2386,657,65,2.53,unknown_process,benign,1.14601344805667,0,0,1
.txt,4684,4269,2661,83,3.75,system_update,benign,0.9114005121880016,0,0,1
.txt,1623,672,2212,154,7.33,backup,benign,0.41404805889460994,0,1,1
.docx,342,164,1910,10,3.44,unknown_process,benign,0.47953216234054924,0,0,0
.jpg,4053,465,2047,53,3.72,backup,benign,0.11472982972742911,0,0,1
.zip,2075,3043,2112,79,6.6,user_edit,benign,1.4665060233896356,0,1,1
.exe,646,4593,3163,59,2.28,backup,benign,7.109907109736986,1,0,1
.pdf,4827,4796,1141,150,4.56,backup,benign,0.9935777913831411,0,1,1
.zip,4264,2443,1890,179,4.09,system_update,benign,0.5729362099969662,0,1,1
.pdf,610,4799,267,48,3.74,user_edit,benign,7.867213101857028,0,0,1
.docx,455,2356,1846,149,3.57,user_edit,benign,5.17802196664171,0,0,1
.pdf,2954,4279,1709,123,2.5,system_update,benign,1.448544346158245,0,0,1
.txt,1709,4725,3212,22,3.73,backup,benign,2.7647747204419106,0,0,1
.exe,3473,2558,2294,100,2.24,unknown_process,benign,0.7365390150485059,1,0,1
.log,2970,546,2443,98,6.3,user_edit,benign,0.1838383837764854,0,1,1
.pdf,3029,4720,1511,158,4.19,user_edit,benign,1.5582700556096831,0,1,1
.zip,4798,3836,476,25,4.44,backup,benign,0.7994997914131929,0,1,1
.txt,2682,594,3589,28,6.91,backup,benign,0.22147650998453525,0,1,1
.log,3630,4840,977,193,5.62,user_edit,benign,1.333333332966024,0,1,1
.exe,4226,3805,1208,113,2.04,backup,benign,0.9003786084002889,1,0,1
.log,3068,1460,1044,45,7.19,unknown_process,benign,0.47588005199612776,0,1,1
.txt,1387,3494,1961,68,3.3,user_edit,benign,2.5191059823222015,0,0,1
.jpg,3777,2602,558,7,2.59,unknown_process,benign,0.6889065393992835,0,0,0
.jpg,2867,2445,1018,49,6.22,unknown_process,benign,0.8528078127475383,0,1,1
.log,4789,2673,3596,137,4.75,backup,benign,0.5581541030365098,0,1,1
.docx,3364,4201,1606,164,4.39,unknown_process,benign,1.2488109389866793,0,1,1
.zip,4890,17,883,83,3.37,backup,benign,0.0034764826168759747,0,0,1
.zip,4125,3192,2195,129,5.01,system_update,benign,0.7738181816305895,0,1,1
.log,149,393,666,138,3.51,backup,benign,2.6375838749155447,0,0,1
.pdf,3851,425,3376,164,6.96,unknown_process,malicious,0.11036094518037888,0,1,1
.pdf,2059,572,2668,73,3.18,system_update,benign,0.2778047594571128,0,0,1
.zip,1137,3632,1772,46,6.86,backup,benign,3.1943711493453195,0,1,1
.zip,187,1121,2868,106,5.08,unknown_process,benign,5.994652374360148,0,1,1
.jpg,2855,242,864,160,6.56,user_edit,benign,0.08476357264982012,0,1,1
.docx,1251,3898,582,32,5.92,user_edit,benign,3.115907271689922,0,1,1
.txt,1334,4096,3071,6,5.83,backup,benign,3.070464765314494,0,1,0
.pdf,4194,2280,695,176,3.78,backup,benign,0.5436337623882609,0,0,1
.zip,4151,789,1252,166,3.29,user_edit,benign,0.19007468075401718,0,0,1
.jpg,2712,715,3174,145,3.16,unknown_process,benign,0.26364306774939417,0,0,1
.exe,4854,4855,1611,74,6.71,unknown_process,malicious,1.0002060154511319,1,1,1
.jpg,4502,2850,3489,114,6.51,unknown_process,malicious,0.6330519767585402,0,1,1
.pdf,1786,776,1240,27,4.42,backup,benign,0.43449048127968054,0,1,1
.pdf,751,4027,2455,54,2.73,system_update,benign,5.362183747853284,0,0,1
.jpg,1763,2248,399,178,4.1,system_update,benign,1.2750992618972776,0,1,1
.txt,3921,79,1947,163,5.41,system_update,benign,0.020147921443471585,0,1,1
.log,4461,3927,715,85,4.5,system_update,benign,0.8802958975834351,0,1,1
.pdf,482,856,704,127,6.29,system_update,benign,1.7759336062739968,0,1,1
.jpg,154,2149,2809,153,7.49,backup,benign,13.954545363931524,0,1,1
.zip,1525,1032,2547,156,3.05,backup,benign,0.6767213110316581,0,0,1
.jpg,2121,4941,3537,111,4.53,system_update,benign,2.329561526482998,0,1,1
.docx,2344,3272,1715,15,4.37,backup,benign,1.3959044362645459,0,1,1
.log,1241,3577,1973,132,3.67,backup,benign,2.8823529388538653,0,0,1
.exe,61,4183,3022,93,3.09,system_update,benign,68.57376936764312,1,0,1
.txt,939,3457,82,123,2.36,unknown_process,benign,3.6815761409141894,0,0,1
.exe,1640,3507,604,73,6.88,backup,benign,2.13841463284243,1,1,1
.log,4121,408,1971,155,4.31,unknown_process,benign,0.09900509582649718,0,1,1
.log,4227,2712,1711,154,4.73,backup,benign,0.6415897798340218,0,1,1
.log,3570,3089,2047,147,7.04,backup,benign,0.8652661062002056,0,1,1
.exe,1253,1669,2820,92,6.27,system_update,benign,1.3320031912753365,1,1,1
.zip,4204,148,903,17,2.72,backup,benign,0.03520456707059834,0,0,1
.log,172,4328,365,43,5.11,user_edit,benign,25.162790551379125,0,1,1
.jpg,1459,3898,163,121,4.43,user_edit,benign,2.671692938538935,0,1,1
.exe,3550,1951,3120,41,6.38,system_update,benign,0.5495774646339219,1,1,1
.log,4198,366,2559,170,5.98,unknown_process,malicious,0.08718437349042772,0,1,1
.jpg,2323,1675,3401,178,5.8,unknown_process,malicious,0.7210503655957596,0,1,1
.zip,1637,4532,1864,168,3.87,unknown_process,benign,2.768478923171363,0,0,1
.docx,3116,4495,116,39,6.43,user_edit,benign,1.4425545566615678,0,1,1
.zip,4091,2547,2989,113,2.29,unknown_process,benign,0.6225861645997101,0,0,1
.log,3005,563,2385,151,2.88,unknown_process,benign,0.1873544092554561,0,0,1
.exe,330,3563,881,111,3.85,system_update,benign,10.796969664251607,1,0,1
.pdf,3641,2490,2785,180,2.42,unknown_process,benign,0.683878055291437,0,0,1
.log,3895,773,840,47,3.29,user_edit,benign,0.19845956349205146,0,0,1
.pdf,4108,2038,2195,63,6.57,user_edit,benign,0.496105160541357,0,1,1
.jpg,1342,3424,1347,110,7.22,user_edit,benign,2.5514157954162324,0,1,1
.docx,3664,2568,2491,69,3.68,system_update,benign,0.7008733622541284,0,0,1
.txt,216,1574,2885,43,3.45,system_update,benign,7.287037003300755,0,0,1
.zip,339,3695,1037,176,3.54,backup,benign,10.89970498259674,0,0,1
.docx,4063,3292,943,34,3.53,unknown_process,benign,0.8102387396479845,0,0,1
.log,2709,1247,3566,40,2.2,system_update,benign,0.46031746014753877,0,0,1
.pdf,3153,3720,1725,61,7.1,user_edit,benign,1.1798287341643423,0,1,1
.zip,1751,3840,2335,178,3.18,user_edit,benign,2.19303255157451,0,0,1
.pdf,2422,360,2768,195,4.31,system_update,benign,0.14863748961658238,0,1,1
.exe,710,2377,1138,62,2.05,system_update,benign,3.347887319228328,1,0,1
.pdf,3727,3010,2528,58,6.72,system_update,benign,0.8076200695445076,0,1,1
.exe,3643,2994,22,161,6.02,backup,benign,0.8218501232989707,1,1,1
.jpg,3994,963,3421,75,7.21,user_edit,benign,0.24111166744088341,0,1,1
.zip,489,3633,1750,16,6.3,backup,benign,7.429447837567591,0,1,1
.zip,47,1828,683,82,3.73,backup,benign,38.89361619375285,0,0,1
.txt,3360,1614,2954,94,3.36,unknown_process,benign,0.48035714271417945,0,0,1
.log,4874,1641,1834,48,5.84,user_edit,benign,0.33668444802283864,0,1,1
.exe,4807,2217,2368,138,4.0,user_edit,benign,0.4612024130515493,1,0,1
.txt,401,4313,126,82,5.11,system_update,benign,10.755610945746605,0,1,1
.pdf,3991,378,277,38,2.03,system_update,benign,0.09471310446135979,0,0,1
.pdf,3158,4215,2000,127,2.34,unknown_process,benign,1.3347055093936968,0,0,1
.txt,4346,4286,1228,19,4.94,backup,benign,0.986194201337737,0,1,1
.zip,391,370,2242,164,5.11,system_update,benign,0.9462915576821188,0,1,1
.pdf,3854,2197,696,187,6.13,system_update,benign,0.5700570834016458,0,1,1
.jpg,4431,3748,1310,63,2.73,user_edit,benign,0.8458587224450781,0,0,1
.jpg,629,652,57,77,4.82,user_edit,benign,1.0365659760944896,0,1,1
.txt,4233,770,3375,174,3.07,system_update,benign,0.18190408689300636,0,0,1
.exe,2931,2422,3235,131,2.51,user_edit,benign,0.8263391331196387,1,0,1
.exe,1522,781,19,102,4.26,unknown_process,benign,0.5131406041306565,1,1,1
.txt,827,1717,3442,65,2.9,system_update,benign,2.0761789575862406,0,0,1
.exe,4823,3984,2312,120,3.22,user_edit,benign,0.8260418824743848,1,0,1
.zip,1501,1312,2842,91,3.75,unknown_process,benign,0.874083943454974,0,0,1
.zip,3295,3360,113,8,3.43,user_edit,benign,1.0197268585676096,0,0,0
.exe,2420,523,3560,179,2.48,user_edit,benign,0.21611570239003483,1,0,1
.jpg,935,522,3399,73,2.49,user_edit,benign,0.5582887694563756,0,0,1
.exe,3043,4879,542,134,3.06,system_update,benign,1.6033519547803643,1,0,1
.zip,4498,2321,2695,107,2.28,backup,benign,0.5160071141582909,0,0,1
.docx,1467,936,579,89,5.45,user_edit,benign,0.6380368093810246,0,1,1
.log,3562,2231,1089,39,3.58,unknown_process,benign,0.6263335203182668,0,0,1
.pdf,615,4041,3364,113,3.54,system_update,benign,6.570731696632957,0,0,1
.docx,1183,4584,25,188,3.83,system_update,benign,3.8748943331573162,0,0,1
.exe,3224,4942,1573,28,5.65,unknown_process,benign,1.5328784114352114,1,1,1
.jpg,2668,3698,2049,97,6.79,user_edit,benign,1.3860569709947312,0,1,1
.txt,131,2838,2959,182,6.17,backup,benign,21.664121972029605,0,1,1
.exe,2984,4084,1573,37,6.0,user_edit,benign,1.368632707316142,1,1,1
.jpg,4279,2462,141,137,4.66,unknown_process,benign,0.5753680765189605,0,1,1
.log,4460,3244,1768,82,5.82,system_update,benign,0.7273542599266021,0,1,1
.exe,39,3360,648,56,5.04,backup,benign,86.15384394477324,1,1,1
.zip,3960,686,2236,187,3.19,system_update,benign,0.1732323231885777,0,0,1
.txt,3588,2161,3200,85,3.15,unknown_process,benign,0.6022853955957956,0,0,1
.jpg,921,3989,201,2,3.63,user_edit,benign,4.331161775970508,0,0,0
.jpg,2770,4067,3199,189,7.01,backup,benign,1.4682310464013606,0,1,1
.jpg,4112,1568,257,58,5.01,system_update,benign,0.38132295710570935,0,1,1
.log,493,39,547,107,6.04,system_update,benign,0.07910750491053245,0,1,1
.exe,1132,2545,2242,123,3.91,system_update,benign,2.2482332135616314,1,0,1
.log,3522,4876,2751,188,4.24,user_edit,benign,1.3844406583235547,0,1,1
.pdf,311,1257,3176,168,2.69,backup,benign,4.041800630090673,0,0,1
.pdf,739,2991,3337,164,2.94,user_edit,benign,4.047361293575966,0,0,1
.exe,3242,2197,802,114,6.55,user_edit,benign,0.6776681058983134,1,1,1
.zip,546,3469,942,107,5.22,user_edit,benign,6.353479841843444,0,1,1
.log,2462,2709,3456,37,3.86,unknown_process,benign,1.1003249386270004,0,0,1
.txt,4347,302,3332,79,6.42,unknown_process,malicious,0.06947319989200064,0,1,1
.jpg,4855,647,414,92,3.36,unknown_process,benign,0.13326467556472404,0,0,1
.jpg,1805,4759,2015,18,7.37,backup,benign,2.6365650954922075,0,1,1
.exe,3213,1760,1382,98,3.9,user_edit,benign,0.5477746652512373,1,0,1
.zip,3811,4352,1099,63,3.86,user_edit,benign,1.1419574911724069,0,0,1
.pdf,814,598,3427,150,3.72,unknown_process,benign,0.7346437337412239,0,0,1
.pdf,4125,662,910,139,2.67,user_edit,benign,0.16048484844594305,0,0,1
.jpg,2033,4331,188,186,2.61,user_edit,benign,2.1303492365320467,0,0,1
.exe,4573,1369,2016,185,5.56,system_update,benign,0.2993658429260079,1,1,1
.log,4414,2582,1314,4,6.81,user_edit,benign,0.5849569550102045,0,1,0
.pdf,245,3869,2093,135,6.35,system_update,benign,15.791836670237402,0,1,1
.log,4844,3538,2131,61,2.78,user_edit,benign,0.7303881088500437,0,0,1
.zip,4793,4866,1147,107,5.0,backup,benign,1.0152305443323115,0,1,1
.pdf,272,4309,358,54,2.58,unknown_process,benign,15.84191170646356,0,0,1
.pdf,3512,4559,1552,88,2.25,system_update,benign,1.2981207285597607,0,0,1
.docx,1772,283,1090,68,5.61,unknown_process,malicious,0.15970654618526717,0,1,1
.pdf,1263,3679,2984,129,4.94,system_update,benign,2.912905777582814,0,1,1
.txt,2425,1487,1681,55,2.45,system_update,benign,0.6131958760357955,0,0,1
.exe,4362,4083,2423,3,2.19,system_update,benign,0.9360385142283267,1,0,0
.exe,921,4184,162,166,7.44,backup,benign,4.542888160105441,1,1,1
.log,3431,461,3452,121,2.17,user_edit,benign,0.13436315938957646,0,0,1
.zip,4436,2326,3430,129,4.44,system_update,benign,0.5243462577717884,0,1,1
.pdf,4485,3755,3260,102,4.78,backup,benign,0.8372352283529018,0,1,1
.txt,2625,2469,2370,38,2.65,system_update,benign,0.9405714282131157,0,0,1
.log,3761,1725,450,85,2.93,user_edit,benign,0.45865461301285443,0,0,1
.docx,2051,1377,1498,157,3.93,system_update,benign,0.671379814397182,0,0,1
.log,3501,2744,1037,133,6.19,backup,benign,0.7837760637578475,0,1,1
.log,1166,515,2232,92,4.79,user_edit,benign,0.4416809601700849,0,1,1
.pdf,376,703,2159,21,5.51,backup,benign,1.8696808460912744,0,1,1
.docx,2034,1654,1951,199,7.42,user_edit,benign,0.8131760074664818,0,1,1
.log,146,2067,2556,195,6.22,user_edit,benign,14.157534149605931,0,1,1
.txt,4389,23,1314,109,4.39,unknown_process,benign,0.005240373660232314,0,1,1
.txt,432,2461,2343,47,4.46,unknown_process,benign,5.696759246072316,0,1,1
.exe,705,1305,3523,84,5.4,unknown_process,benign,1.8510638271616116,1,1,1
.docx,2633,3301,2952,83,5.66,user_edit,benign,1.2537029999036449,0,1,1
.docx,4495,362,1239,35,4.75,system_update,benign,0.08053392656717821,0,1,1
.exe,964,3728,974,196,5.55,backup,benign,3.867219913000809,1,1,1
.log,2235,1285,632,69,2.13,backup,benign,0.5749440713311212,0,0,1
.docx,2042,515,1591,129,4.36,backup,benign,0.25220372171782385,0,1,1
.txt,1829,449,1051,196,3.53,unknown_process,benign,0.24548933830208344,0,0,1
.txt,2109,1856,2781,140,2.71,user_edit,benign,0.8800379322522344,0,0,1
.pdf,4069,4970,3303,188,2.55,unknown_process,benign,1.2214303265614572,0,0,1
.docx,939,3563,1589,27,5.32,system_update,benign,3.7944621897822555,0,1,1
.log,4806,2521,2369,56,4.88,user_edit,benign,0.5245526424210252,0,1,1
.exe,807,3082,2961,23,3.39,backup,benign,3.819083018811545,1,0,1
.exe,1464,1429,3305,153,4.59,unknown_process,benign,0.9760928955081332,1,1,1
.log,3416,3968,1694,21,4.71,unknown_process,benign,1.1615925055147562,0,1,1
.zip,11,923,437,61,3.07,system_update,benign,83.90908328099243,0,0,1
.jpg,1869,3138,2829,63,5.59,system_update,benign,1.678972711782251,0,1,1
.pdf,4868,2160,1557,122,6.3,unknown_process,malicious,0.4437140508537974,0,1,1
.exe,885,2548,3475,52,6.35,system_update,benign,2.8790960419445244,1,1,1
.docx,3565,2980,1077,88,5.31,backup,benign,0.8359046280965204,0,1,1
.pdf,1390,2282,3385,153,4.81,system_update,benign,1.6417266175239376,0,1,1
.docx,3402,2650,1305,55,2.34,system_update,benign,0.7789535565023652,0,0,1
.zip,4322,314,2774,46,3.58,unknown_process,benign,0.07265155019142722,0,0,1
.txt,825,2614,2079,32,2.51,unknown_process,benign,3.1684848446442606,0,0,1
.pdf,2266,3084,2385,55,7.3,user_edit,benign,1.360988525436457,0,1,1
.exe,937,2257,183,96,2.74,user_edit,benign,2.408751331474118,1,0,1
.pdf,2801,1038,3095,133,2.83,unknown_process,benign,0.3705819348909026,0,0,1
.pdf,2554,3490,2592,36,6.89,system_update,benign,1.366483946215159,0,1,1
.pdf,3846,2635,1470,110,7.19,system_update,benign,0.6851274049180636,0,1,1
.jpg,1797,3984,3146,177,6.21,user_edit,benign,2.217028379400652,0,1,1
.pdf,54,1779,3082,106,2.03,user_edit,benign,32.944443834362154,0,0,1
.docx,727,3896,3556,58,2.01,user_edit,benign,5.359009621239326,0,0,1
.txt,2737,1125,1480,39,4.08,backup,benign,0.4110339786587381,0,1,1
.zip,3171,698,1590,80,2.79,backup,benign,0.22011983594445922,0,0,1
.log,1914,2180,1588,97,2.1,user_edit,benign,1.138975965967097,0,0,1
.pdf,1597,1405,660,113,4.55,system_update,benign,0.8797745767816063,0,1,1
.exe,1915,1044,160,61,7.19,user_edit,benign,0.5451697125090498,1,1,1
.pdf,2467,1930,3086,137,3.78,backup,benign,0.782326712289288,0,0,1
.exe,2738,1014,3250,6,5.64,system_update,benign,0.37034331615400173,1,1,0
.docx,850,227,2460,109,5.59,backup,benign,0.2670588232152249,0,1,1
.exe,2110,1829,1012,35,3.38,system_update,benign,0.8668246441389457,1,0,1
.log,3,4918,53,39,5.58,backup,benign,1639.332786889071,0,1,1
.txt,4256,2024,2456,150,3.17,system_update,benign,0.4755639096626964,0,0,1
.exe,4070,4967,2895,169,2.67,system_update,benign,1.2203931200932696,1,0,1
.exe,4877,2453,1046,118,5.86,system_update,benign,0.5029731391218016,1,1,1
.txt,893,2086,1054,5,2.62,system_update,benign,2.3359462459843825,0,0,0
.log,2031,4284,2751,170,7.48,unknown_process,malicious,2.109305759670455,0,1,1
.pdf,3161,1081,2308,87,3.01,backup,benign,0.3419803858456247,0,0,1
.exe,2377,2321,1229,76,5.27,backup,benign,0.9764408914697347,1,1,1
.txt,4676,3191,3131,195,4.26,unknown_process,benign,0.6824208723946918,0,1,1
.docx,1934,2631,1495,158,2.7,system_update,benign,1.3603929672386799,0,0,1
.txt,1381,2564,2824,57,2.15,system_update,benign,1.8566256322544346,0,0,1
.docx,3682,3293,1490,127,5.43,backup,benign,0.8943508960091389,0,1,1
.log,1291,4622,1036,29,6.44,unknown_process,benign,3.580170407761293,0,1,1
.pdf,1641,3587,1951,165,6.63,system_update,benign,2.18586227776608,0,1,1
.txt,2683,4432,3362,87,4.65,system_update,benign,1.6518822207782773,0,1,1
.zip,988,2948,850,141,6.28,system_update,benign,2.983805664996148,0,1,1
.zip,1219,3960,354,160,5.7,user_edit,benign,3.2485643943818174,0,1,1
.jpg,1356,2814,1099,46,5.98,unknown_process,benign,2.075221237407654,0,1,1
.exe,4266,2584,2921,116,4.71,system_update,benign,0.6057196435523394,1,1,1
.log,4617,162,1740,112,5.48,user_edit,benign,0.035087719290645934,0,1,1
.txt,4136,594,1465,151,6.43,unknown_process,malicious,0.1436170212418721,0,1,1
.zip,1561,3260,991,45,4.19,system_update,benign,2.0884048673360636,0,1,1
.exe,1419,4156,1265,145,6.43,backup,benign,2.9288231128056212,1,1,1
